Study_id,Network_id,Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comments,Flower_data_merger
22_Kallnik,ho1,11,8,2012,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho11182012
22_Kallnik,ho1,15,8,2012,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho11582012
22_Kallnik,ho1,21,8,2012,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho12182012
22_Kallnik,ho1,27,8,2012,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho12782012
22_Kallnik,ho1,31,8,2012,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho13182012
22_Kallnik,ho1,4,9,2012,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho1492012
22_Kallnik,ho1,13,9,2012,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho11392012
22_Kallnik,ho1,23,5,2010,ho1,Fragaria vesca,0.5,Flower cover/m2,NA,Fragariavescaho12352010
22_Kallnik,ho1,31,5,2010,ho1,Fragaria vesca,0.8,Flower cover/m2,NA,Fragariavescaho13152010
22_Kallnik,ho1,7,6,2010,ho1,Fragaria vesca,0.02,Flower cover/m2,NA,Fragariavescaho1762010
22_Kallnik,ho1,18,6,2010,ho1,Fragaria vesca,0.03,Flower cover/m2,NA,Fragariavescaho11862010
22_Kallnik,ho1,26,6,2010,ho1,Fragaria vesca,0.03,Flower cover/m2,NA,Fragariavescaho12662010
22_Kallnik,ho1,8,7,2010,ho1,Fragaria vesca,0.03,Flower cover/m2,NA,Fragariavescaho1872010
22_Kallnik,ho1,14,7,2010,ho1,Fragaria vesca,0.03,Flower cover/m2,NA,Fragariavescaho11472010
22_Kallnik,ho1,5,8,2010,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho1582010
22_Kallnik,ho1,24,8,2010,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho12482010
22_Kallnik,ho1,2,9,2010,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho1292010
22_Kallnik,ho1,27,5,2011,ho1,Fragaria vesca,0.02,Flower cover/m2,NA,Fragariavescaho12752011
22_Kallnik,ho1,1,6,2011,ho1,Fragaria vesca,0.02,Flower cover/m2,NA,Fragariavescaho1162011
22_Kallnik,ho1,5,6,2011,ho1,Fragaria vesca,0.01,Flower cover/m2,NA,Fragariavescaho1562011
22_Kallnik,ho1,11,6,2011,ho1,Fragaria vesca,0.01,Flower cover/m2,NA,Fragariavescaho11162011
22_Kallnik,ho1,26,6,2011,ho1,Fragaria vesca,0.01,Flower cover/m2,NA,Fragariavescaho12662011
22_Kallnik,ho1,3,7,2011,ho1,Fragaria vesca,0.01,Flower cover/m2,NA,Fragariavescaho1372011
22_Kallnik,ho1,9,7,2011,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho1972011
22_Kallnik,ho1,18,7,2011,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho11872011
22_Kallnik,ho1,30,7,2011,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho13072011
22_Kallnik,ho1,13,8,2011,ho1,Fragaria vesca,0,Flower cover/m2,NA,Fragariavescaho11382011
22_Kallnik,ho1,29,4,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho12942012
22_Kallnik,ho1,2,5,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho1252012
22_Kallnik,ho1,7,5,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho1752012
22_Kallnik,ho1,10,5,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho11052012
22_Kallnik,ho1,13,5,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho11352012
22_Kallnik,ho1,17,5,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho11752012
22_Kallnik,ho1,21,5,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho12152012
22_Kallnik,ho1,25,5,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho12552012
22_Kallnik,ho1,29,5,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho12952012
22_Kallnik,ho1,2,6,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho1262012
22_Kallnik,ho1,5,6,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho1562012
22_Kallnik,ho1,8,6,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho1862012
22_Kallnik,ho1,13,6,2012,ho1,Galium album,0.02,Flower cover/m2,NA,Galiumalbumho11362012
22_Kallnik,ho1,19,6,2012,ho1,Galium album,0.02,Flower cover/m2,NA,Galiumalbumho11962012
22_Kallnik,ho1,21,6,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho12162012
22_Kallnik,ho1,26,6,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho12662012
22_Kallnik,ho1,29,6,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho12962012
22_Kallnik,ho1,3,7,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho1372012
22_Kallnik,ho1,8,7,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho1872012
22_Kallnik,ho1,13,7,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho11372012
22_Kallnik,ho1,16,7,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho11672012
22_Kallnik,ho1,19,7,2012,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho11972012
22_Kallnik,ho1,25,7,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho12572012
22_Kallnik,ho1,29,7,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho12972012
22_Kallnik,ho1,2,8,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho1282012
22_Kallnik,ho1,6,8,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho1682012
22_Kallnik,ho1,11,8,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho11182012
22_Kallnik,ho1,15,8,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho11582012
22_Kallnik,ho1,21,8,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho12182012
22_Kallnik,ho1,27,8,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho12782012
22_Kallnik,ho1,31,8,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho13182012
22_Kallnik,ho1,4,9,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho1492012
22_Kallnik,ho1,13,9,2012,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho11392012
22_Kallnik,ho1,5,8,2010,ho1,Galium album,0.02,Flower cover/m2,NA,Galiumalbumho1582010
22_Kallnik,ho1,24,8,2010,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho12482010
22_Kallnik,ho1,2,9,2010,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho1292010
22_Kallnik,ho1,27,5,2011,ho1,Galium album,0.03,Flower cover/m2,NA,Galiumalbumho12752011
22_Kallnik,ho1,1,6,2011,ho1,Galium album,0.03,Flower cover/m2,NA,Galiumalbumho1162011
22_Kallnik,ho1,5,6,2011,ho1,Galium album,0.03,Flower cover/m2,NA,Galiumalbumho1562011
22_Kallnik,ho1,11,6,2011,ho1,Galium album,0.06,Flower cover/m2,NA,Galiumalbumho11162011
22_Kallnik,ho1,26,6,2011,ho1,Galium album,0.08,Flower cover/m2,NA,Galiumalbumho12662011
22_Kallnik,ho1,3,7,2011,ho1,Galium album,0.1,Flower cover/m2,NA,Galiumalbumho1372011
22_Kallnik,ho1,9,7,2011,ho1,Galium album,0.2,Flower cover/m2,NA,Galiumalbumho1972011
22_Kallnik,ho1,18,7,2011,ho1,Galium album,0.3,Flower cover/m2,NA,Galiumalbumho11872011
22_Kallnik,ho1,30,7,2011,ho1,Galium album,0.08,Flower cover/m2,NA,Galiumalbumho13072011
22_Kallnik,ho1,13,8,2011,ho1,Galium album,0.01,Flower cover/m2,NA,Galiumalbumho11382011
22_Kallnik,ho1,23,8,2011,ho1,Galium album,0,Flower cover/m2,NA,Galiumalbumho12382011
22_Kallnik,ho1,29,3,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12932012
22_Kallnik,ho1,3,4,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho1342012
22_Kallnik,ho1,8,4,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho1842012
22_Kallnik,ho1,14,4,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11442012
22_Kallnik,ho1,19,4,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11942012
22_Kallnik,ho1,23,4,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12342012
22_Kallnik,ho1,29,4,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12942012
22_Kallnik,ho1,2,5,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho1252012
22_Kallnik,ho1,7,5,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho1752012
22_Kallnik,ho1,10,5,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11052012
22_Kallnik,ho1,13,5,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11352012
22_Kallnik,ho1,17,5,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11752012
22_Kallnik,ho1,21,5,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12152012
22_Kallnik,ho1,25,5,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho12552012
22_Kallnik,ho1,29,5,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho12952012
22_Kallnik,ho1,2,6,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho1262012
22_Kallnik,ho1,5,6,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho1562012
22_Kallnik,ho1,8,6,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho1862012
22_Kallnik,ho1,13,6,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho11362012
22_Kallnik,ho1,19,6,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho11962012
22_Kallnik,ho1,21,6,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho12162012
22_Kallnik,ho1,26,6,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho12662012
22_Kallnik,ho1,29,6,2012,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho12962012
22_Kallnik,ho1,3,7,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho1372012
22_Kallnik,ho1,8,7,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho1872012
22_Kallnik,ho1,13,7,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11372012
22_Kallnik,ho1,16,7,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11672012
22_Kallnik,ho1,19,7,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11972012
22_Kallnik,ho1,25,7,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12572012
22_Kallnik,ho1,29,7,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12972012
22_Kallnik,ho1,2,8,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho1282012
22_Kallnik,ho1,6,8,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho1682012
22_Kallnik,ho1,11,8,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11182012
22_Kallnik,ho1,15,8,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11582012
22_Kallnik,ho1,21,8,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12182012
22_Kallnik,ho1,27,8,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12782012
22_Kallnik,ho1,31,8,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho13182012
22_Kallnik,ho1,4,9,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho1492012
22_Kallnik,ho1,13,9,2012,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho11392012
22_Kallnik,ho1,23,5,2010,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12352010
22_Kallnik,ho1,31,5,2010,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho13152010
22_Kallnik,ho1,7,6,2010,ho1,Galium anisophyllon,0.02,Flower cover/m2,NA,Galiumanisophyllonho1762010
22_Kallnik,ho1,18,6,2010,ho1,Galium anisophyllon,0.03,Flower cover/m2,NA,Galiumanisophyllonho11862010
22_Kallnik,ho1,26,6,2010,ho1,Galium anisophyllon,0,Flower cover/m2,NA,Galiumanisophyllonho12662010
22_Kallnik,ho1,27,5,2011,ho1,Galium anisophyllon,0.01,Flower cover/m2,NA,Galiumanisophyllonho12752011
22_Kallnik,ho1,27,8,2012,ho1,Gentianella ciliata,0.02,Flower cover/m2,NA,Gentianellaciliataho12782012
22_Kallnik,ho1,31,8,2012,ho1,Gentianella ciliata,0.02,Flower cover/m2,NA,Gentianellaciliataho13182012
22_Kallnik,ho1,4,9,2012,ho1,Gentianella ciliata,0.02,Flower cover/m2,NA,Gentianellaciliataho1492012
22_Kallnik,ho1,13,9,2012,ho1,Gentianella ciliata,0.02,Flower cover/m2,NA,Gentianellaciliataho11392012
22_Kallnik,ho1,23,8,2011,ho1,Gentianella ciliata,0.01,Flower cover/m2,NA,Gentianellaciliataho12382011
22_Kallnik,ho1,3,4,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1342012
22_Kallnik,ho1,8,4,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1842012
22_Kallnik,ho1,14,4,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho11442012
22_Kallnik,ho1,19,4,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho11942012
22_Kallnik,ho1,23,4,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho12342012
22_Kallnik,ho1,29,4,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho12942012
22_Kallnik,ho1,2,5,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1252012
22_Kallnik,ho1,7,5,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1752012
22_Kallnik,ho1,10,5,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho11052012
22_Kallnik,ho1,13,5,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho11352012
22_Kallnik,ho1,17,5,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho11752012
22_Kallnik,ho1,21,5,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho12152012
22_Kallnik,ho1,25,5,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho12552012
22_Kallnik,ho1,29,5,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho12952012
22_Kallnik,ho1,2,6,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1262012
22_Kallnik,ho1,5,6,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1562012
22_Kallnik,ho1,8,6,2012,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho1862012
22_Kallnik,ho1,13,6,2012,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho11362012
22_Kallnik,ho1,19,6,2012,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho11962012
22_Kallnik,ho1,21,6,2012,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho12162012
22_Kallnik,ho1,26,6,2012,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho12662012
22_Kallnik,ho1,29,6,2012,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho12962012
22_Kallnik,ho1,3,7,2012,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho1372012
22_Kallnik,ho1,8,7,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1872012
22_Kallnik,ho1,13,7,2012,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho11372012
22_Kallnik,ho1,23,5,2010,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho12352010
22_Kallnik,ho1,31,5,2010,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho13152010
22_Kallnik,ho1,7,6,2010,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho1762010
22_Kallnik,ho1,18,6,2010,ho1,Geranium robertianum,0.02,Flower cover/m2,NA,Geraniumrobertianumho11862010
22_Kallnik,ho1,26,6,2010,ho1,Geranium robertianum,0.03,Flower cover/m2,NA,Geraniumrobertianumho12662010
22_Kallnik,ho1,8,7,2010,ho1,Geranium robertianum,0.02,Flower cover/m2,NA,Geraniumrobertianumho1872010
22_Kallnik,ho1,14,7,2010,ho1,Geranium robertianum,0.02,Flower cover/m2,NA,Geraniumrobertianumho11472010
22_Kallnik,ho1,5,8,2010,ho1,Geranium robertianum,0.02,Flower cover/m2,NA,Geraniumrobertianumho1582010
22_Kallnik,ho1,24,8,2010,ho1,Geranium robertianum,0.02,Flower cover/m2,NA,Geraniumrobertianumho12482010
22_Kallnik,ho1,2,9,2010,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1292010
22_Kallnik,ho1,27,5,2011,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho12752011
22_Kallnik,ho1,1,6,2011,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho1162011
22_Kallnik,ho1,5,6,2011,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1562011
22_Kallnik,ho1,11,6,2011,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho11162011
22_Kallnik,ho1,26,6,2011,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho12662011
22_Kallnik,ho1,3,7,2011,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho1372011
22_Kallnik,ho1,9,7,2011,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho1972011
22_Kallnik,ho1,18,7,2011,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho11872011
22_Kallnik,ho1,30,7,2011,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho13072011
22_Kallnik,ho1,13,8,2011,ho1,Geranium robertianum,0.01,Flower cover/m2,NA,Geraniumrobertianumho11382011
22_Kallnik,ho1,23,8,2011,ho1,Geranium robertianum,0,Flower cover/m2,NA,Geraniumrobertianumho12382011
22_Kallnik,ho1,13,5,2012,ho1,Geum rivale,0.01,Flower cover/m2,NA,Geumrivaleho11352012
22_Kallnik,ho1,17,5,2012,ho1,Geum rivale,0.01,Flower cover/m2,NA,Geumrivaleho11752012
22_Kallnik,ho1,21,5,2012,ho1,Geum rivale,0.01,Flower cover/m2,NA,Geumrivaleho12152012
22_Kallnik,ho1,25,5,2012,ho1,Geum rivale,0.01,Flower cover/m2,NA,Geumrivaleho12552012
22_Kallnik,ho1,29,5,2012,ho1,Geum rivale,0.01,Flower cover/m2,NA,Geumrivaleho12952012
22_Kallnik,ho1,2,6,2012,ho1,Geum rivale,0.01,Flower cover/m2,NA,Geumrivaleho1262012
22_Kallnik,ho1,5,6,2012,ho1,Geum rivale,0.01,Flower cover/m2,NA,Geumrivaleho1562012
22_Kallnik,ho1,8,6,2012,ho1,Geum rivale,0.01,Flower cover/m2,NA,Geumrivaleho1862012
22_Kallnik,ho1,13,6,2012,ho1,Geum rivale,0.01,Flower cover/m2,NA,Geumrivaleho11362012
22_Kallnik,ho1,23,5,2010,ho1,Geum rivale,0.02,Flower cover/m2,NA,Geumrivaleho12352010
22_Kallnik,ho1,31,5,2010,ho1,Geum rivale,0.02,Flower cover/m2,NA,Geumrivaleho13152010
22_Kallnik,ho1,7,6,2010,ho1,Geum rivale,0.02,Flower cover/m2,NA,Geumrivaleho1762010
22_Kallnik,ho1,18,6,2010,ho1,Platanthera bifolia,0.02,Flower cover/m2,NA,Platantherabifoliaho11862010
22_Kallnik,ho1,26,6,2010,ho1,Platanthera bifolia,0.02,Flower cover/m2,NA,Platantherabifoliaho12662010
22_Kallnik,ho1,26,6,2011,ho1,Helianthemum nummularium,0.01,Flower cover/m2,NA,Helianthemumnummulariumho12662011
22_Kallnik,ho1,3,7,2011,ho1,Helianthemum nummularium,0.02,Flower cover/m2,NA,Helianthemumnummulariumho1372011
22_Kallnik,ho1,9,7,2011,ho1,Helianthemum nummularium,0,Flower cover/m2,NA,Helianthemumnummulariumho1972011
22_Kallnik,ho1,5,6,2012,ho1,Helictotrichon pubescens,0.02,Flower cover/m2,NA,Helictotrichonpubescensho1562012
22_Kallnik,ho1,8,6,2012,ho1,Helictotrichon pubescens,0.02,Flower cover/m2,NA,Helictotrichonpubescensho1862012
22_Kallnik,ho1,13,6,2012,ho1,Helictotrichon pubescens,0.02,Flower cover/m2,NA,Helictotrichonpubescensho11362012
22_Kallnik,ho1,19,6,2012,ho1,Helictotrichon pubescens,0.02,Flower cover/m2,NA,Helictotrichonpubescensho11962012
22_Kallnik,ho1,21,6,2012,ho1,Helictotrichon pubescens,0.02,Flower cover/m2,NA,Helictotrichonpubescensho12162012
22_Kallnik,ho1,26,6,2012,ho1,Helictotrichon pubescens,0.01,Flower cover/m2,NA,Helictotrichonpubescensho12662012
22_Kallnik,ho1,29,6,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho12962012
22_Kallnik,ho1,3,7,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho1372012
22_Kallnik,ho1,8,7,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho1872012
22_Kallnik,ho1,13,7,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho11372012
22_Kallnik,ho1,16,7,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho11672012
22_Kallnik,ho1,19,7,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho11972012
22_Kallnik,ho1,25,7,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho12572012
22_Kallnik,ho1,29,7,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho12972012
22_Kallnik,ho1,2,8,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho1282012
22_Kallnik,ho1,6,8,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho1682012
22_Kallnik,ho1,11,8,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho11182012
22_Kallnik,ho1,15,8,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho11582012
22_Kallnik,ho1,21,8,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho12182012
22_Kallnik,ho1,27,8,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho12782012
22_Kallnik,ho1,31,8,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho13182012
22_Kallnik,ho1,4,9,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho1492012
22_Kallnik,ho1,13,9,2012,ho1,Helictotrichon pubescens,0,Flower cover/m2,NA,Helictotrichonpubescensho11392012
22_Kallnik,ho1,31,5,2010,ho1,Heracleum sphondylium,0,Flower cover/m2,NA,Heracleumsphondyliumho13152010
22_Kallnik,ho1,7,6,2010,ho1,Heracleum sphondylium,0,Flower cover/m2,NA,Heracleumsphondyliumho1762010
22_Kallnik,ho1,5,8,2010,ho1,Heracleum sphondylium,0.01,Flower cover/m2,NA,Heracleumsphondyliumho1582010
22_Kallnik,ho1,14,7,2010,ho1,Hieracium bifidum,0,Flower cover/m2,NA,Hieraciumbifidumho11472010
22_Kallnik,ho1,5,8,2010,ho1,Hieracium bifidum,0.01,Flower cover/m2,NA,Hieraciumbifidumho1582010
22_Kallnik,ho1,24,8,2010,ho1,Hieracium bifidum,0.01,Flower cover/m2,NA,Hieraciumbifidumho12482010
22_Kallnik,ho1,2,9,2010,ho1,Hieracium bifidum,0,Flower cover/m2,NA,Hieraciumbifidumho1292010
22_Kallnik,ho1,3,4,2012,ho1,Hieracium murorum,0,Flower cover/m2,NA,Hieraciummurorumho1342012
22_Kallnik,ho1,8,4,2012,ho1,Hieracium murorum,0,Flower cover/m2,NA,Hieraciummurorumho1842012
22_Kallnik,ho1,14,4,2012,ho1,Hieracium murorum,0,Flower cover/m2,NA,Hieraciummurorumho11442012
22_Kallnik,ho1,19,4,2012,ho1,Hieracium murorum,0,Flower cover/m2,NA,Hieraciummurorumho11942012
22_Kallnik,ho1,23,4,2012,ho1,Hieracium murorum,0,Flower cover/m2,NA,Hieraciummurorumho12342012
22_Kallnik,ho1,29,4,2012,ho1,Hieracium murorum,0,Flower cover/m2,NA,Hieraciummurorumho12942012
22_Kallnik,ho1,2,5,2012,ho1,Hieracium murorum,0.01,Flower cover/m2,NA,Hieraciummurorumho1252012
22_Kallnik,ho1,7,5,2012,ho1,Hieracium murorum,0.01,Flower cover/m2,NA,Hieraciummurorumho1752012
22_Kallnik,ho1,10,5,2012,ho1,Hieracium murorum,0.02,Flower cover/m2,NA,Hieraciummurorumho11052012
22_Kallnik,ho1,13,5,2012,ho1,Hieracium murorum,0.02,Flower cover/m2,NA,Hieraciummurorumho11352012
22_Kallnik,ho1,17,5,2012,ho1,Hieracium murorum,0.02,Flower cover/m2,NA,Hieraciummurorumho11752012
22_Kallnik,ho1,21,5,2012,ho1,Hieracium murorum,0.02,Flower cover/m2,NA,Hieraciummurorumho12152012
22_Kallnik,ho1,25,5,2012,ho1,Hieracium murorum,0.2,Flower cover/m2,NA,Hieraciummurorumho12552012
